Model_index Run_id Replica_id Frame_id CrossLinkingMassSpectrometryRestraint_Distance_ GaussianEMRestraint_None SAXSRestraint_Score ConnectivityRestraint_None CrossLinkingMassSpectrometryRestraint_Data_Score ExcludedVolumeSphere_None Total_Score
933 1 5 2057 1.00 2.93 888.09 0.02 94.94 3.97 88.05
934 1 5 2058 1.00 3.03 866.18 0.40 96.71 6.20 93.33
935 1 5 2061 1.00 3.01 905.77 0.45 95.35 5.23 90.18
936 1 5 2064 1.00 2.87 909.75 0.00 95.86 4.99 90.20
937 1 5 2065 1.00 2.88 919.52 1.24 95.86 4.14 90.26
938 1 5 2066 1.00 2.87 919.21 0.01 99.16 1.68 89.87
939 1 5 2069 1.00 2.85 924.51 2.06 98.64 3.60 93.29
940 1 5 2070 1.00 2.87 856.09 0.67 96.36 8.13 94.17
941 1 5 2071 1.00 2.87 828.70 0.82 96.11 9.65 96.22
942 1 5 2072 1.00 2.88 883.51 0.53 96.11 5.41 92.08
943 1 5 2073 1.00 2.63 852.50 0.03 99.46 8.53 96.79
944 1 5 2074 1.00 2.56 823.92 1.20 99.60 3.72 93.94
945 1 5 2075 1.00 2.48 800.68 2.75 95.65 8.09 96.26
946 1 5 2076 1.00 2.48 850.87 0.79 95.65 11.28 97.16
947 1 5 2077 1.00 2.38 690.21 4.02 97.76 5.52 95.82
948 1 5 2078 1.00 2.38 710.43 3.24 97.76 6.03 95.54
949 1 5 2079 1.00 2.63 738.74 0.13 95.72 6.09 90.71
950 1 5 2080 1.00 2.63 699.43 2.33 95.72 2.17 89.22
951 1 5 2081 1.00 2.65 687.62 4.43 95.72 7.13 96.16
952 1 5 2082 1.00 2.64 731.34 0.00 95.72 4.51 89.02
953 1 5 2083 1.00 2.64 704.47 0.07 95.72 3.10 92.39
954 1 5 2084 1.00 2.64 714.94 1.53 95.72 4.20 91.30
955 1 5 2085 1.00 2.64 715.38 2.74 96.83 2.94 91.28
956 1 5 2086 1.00 2.64 721.40 3.13 96.83 3.28 92.02
957 1 5 2087 1.00 2.64 778.68 0.00 95.84 1.25 87.10
958 1 5 2088 1.00 2.57 905.38 0.27 94.94 3.26 87.32
959 1 5 2089 1.00 2.45 813.38 1.46 98.62 6.32 94.99
960 1 5 2090 1.00 2.50 836.66 2.63 98.08 0.70 90.06
961 1 5 2091 1.00 2.51 832.83 0.45 98.08 1.64 88.82
962 1 5 2463 1.00 1.43 913.40 0.00 98.02 4.09 89.67
963 1 5 2466 1.00 1.45 928.30 0.32 97.32 3.04 88.27
964 1 5 2467 1.00 1.38 896.66 0.27 95.87 2.79 86.45
965 1 5 2468 1.00 1.39 916.65 0.50 95.87 9.54 93.44
966 1 5 2469 1.00 1.39 894.87 1.11 95.82 5.28 89.73
967 1 5 2470 1.00 1.40 929.56 0.04 95.82 5.09 88.49
968 1 5 2471 1.00 1.41 909.17 0.37 95.07 5.49 88.47
969 1 5 2472 1.00 1.40 893.24 0.00 95.07 4.39 87.04
970 1 5 2473 1.00 1.53 839.74 1.11 95.32 7.22 91.31
971 1 5 2474 1.00 1.55 829.35 0.55 95.27 7.28 90.79
972 1 5 2477 1.00 1.55 880.71 3.75 95.55 4.27 91.25
973 1 5 2478 1.00 1.56 889.50 0.73 95.37 4.62 90.93
974 1 5 3206 1.00 3.08 872.13 0.99 95.45 4.24 92.72
975 1 5 3207 1.00 2.96 677.60 1.22 95.64 3.75 89.71
976 1 5 3208 1.00 2.98 660.68 2.12 95.64 6.79 94.08
977 1 5 3209 1.00 2.96 548.94 3.64 96.51 4.22 93.46
978 1 5 3210 1.00 2.94 574.72 1.41 96.51 2.42 89.41
979 1 5 3211 1.00 2.98 579.26 0.36 94.95 3.94 88.36
980 1 5 3212 1.00 2.98 541.58 1.93 96.18 3.79 91.01
981 1 5 3213 1.00 2.97 487.34 11.49 96.18 3.51 100.30
982 1 5 3214 1.00 2.96 484.10 6.52 96.60 4.38 96.65
983 1 5 3215 1.00 2.93 575.94 0.74 96.05 3.46 89.43
984 1 5 3216 1.00 2.95 575.65 0.00 96.81 3.66 89.56
985 1 5 3217 1.00 2.94 509.09 2.10 95.42 3.48 90.08
986 1 5 3218 1.00 2.95 482.09 1.14 95.62 5.42 91.26
987 1 5 3219 1.00 3.03 547.41 3.01 96.05 1.23 89.46
988 1 5 3220 1.00 3.03 580.42 2.34 96.05 1.90 91.04
989 1 5 3230 1.00 3.04 718.16 1.98 95.25 3.82 90.50
990 1 5 3231 1.00 2.97 841.20 1.24 96.94 10.18 97.47
991 1 5 3232 1.00 2.90 859.58 1.39 95.12 6.67 92.66
992 1 5 3233 1.00 2.98 839.10 3.15 95.56 3.62 92.82
993 1 5 3234 1.00 2.96 855.97 0.14 95.56 3.82 88.62
994 1 5 3235 1.00 3.05 802.90 0.00 96.43 4.12 89.75
995 1 5 3236 1.00 3.03 837.43 1.33 95.04 3.04 88.57
996 1 5 3237 1.00 3.04 864.86 2.07 95.04 2.52 89.90
997 1 5 3238 1.00 3.01 860.60 1.59 96.57 4.09 91.39
998 1 5 3239 1.00 2.99 877.19 0.67 94.95 7.72 92.88
999 1 5 3240 1.00 3.01 828.92 4.69 94.95 5.71 94.49
1000 1 5 3241 1.00 3.04 810.05 0.01 96.69 7.29 95.65
1001 1 5 3243 1.00 2.98 881.84 0.25 96.57 5.06 91.00
1002 1 5 3244 1.00 2.98 861.65 0.97 96.57 4.05 90.70
1003 1 5 3245 1.00 2.95 781.56 0.97 100.16 3.54 93.75
1004 1 5 3246 1.00 2.96 763.31 0.93 100.16 2.89 93.08
1005 1 5 3247 1.00 2.93 730.87 3.24 95.35 4.57 92.24
1006 1 5 3248 1.00 3.00 796.88 0.56 98.13 4.73 94.08
1007 1 5 3249 1.00 2.96 774.17 0.03 98.49 3.19 90.81
1008 1 5 3250 1.00 2.97 731.88 3.99 98.49 4.62 98.30
1009 1 5 3372 1.00 3.09 902.77 0.00 95.10 16.36 100.68
1010 1 5 3373 1.00 3.04 741.84 4.21 94.94 12.68 101.08
1011 1 5 3374 1.00 2.93 733.51 2.52 96.15 7.12 94.85
1012 1 5 3428 1.00 3.05 792.49 3.98 96.31 2.85 92.39
1013 1 5 3429 1.00 3.02 779.41 0.76 94.99 4.71 89.61
1014 1 5 3431 1.00 2.98 798.17 1.18 96.17 4.34 90.81
1015 1 5 3432 1.00 3.03 789.70 2.65 95.63 5.33 95.85
1016 1 5 3477 1.00 2.90 826.35 1.24 100.65 3.15 94.07
1017 1 5 3478 1.00 2.87 841.71 3.31 95.28 10.81 98.90
1018 1 5 3493 1.00 2.82 883.32 0.17 95.89 5.80 90.82
1019 1 5 3494 1.00 2.82 859.95 0.11 95.89 5.79 92.40
1020 1 5 3495 1.00 2.83 864.51 1.35 95.89 2.62 92.90
1021 1 5 3496 1.00 2.83 903.27 1.24 95.89 6.24 92.33
1022 1 5 3497 1.00 2.80 673.74 0.71 98.03 6.59 94.26
1023 1 5 3498 1.00 2.81 600.78 2.81 95.74 4.03 93.17
1024 1 5 3499 1.00 2.46 682.89 0.66 99.87 6.05 96.08
1025 1 5 3500 1.00 2.48 768.10 0.22 99.87 7.93 96.63
1026 1 5 3501 1.00 2.24 747.96 2.10 94.94 6.16 91.59
1027 1 5 3502 1.00 2.26 704.99 1.93 94.94 5.60 90.86
1028 1 5 3503 1.00 2.27 677.57 2.12 94.94 6.37 91.85
1029 1 5 3504 1.00 2.24 657.19 0.54 94.94 5.61 90.13
1030 1 5 3505 1.00 2.24 618.23 0.68 94.94 6.97 91.29
1031 1 5 3506 1.00 2.24 722.70 2.07 94.94 5.86 91.40
1032 1 5 3507 1.00 2.23 743.88 0.60 94.94 7.75 91.71
1033 1 5 3508 1.00 2.25 824.18 2.11 94.94 7.95 93.54
1034 1 5 3509 1.00 2.59 707.04 0.08 95.07 3.65 88.12
1035 1 5 3510 1.00 2.53 749.32 1.12 94.94 7.51 92.24
1036 1 5 3511 1.00 2.54 727.83 3.37 94.94 5.10 92.08
1037 1 5 3512 1.00 2.27 785.84 3.61 99.64 6.13 97.79
1038 1 5 3513 1.00 2.26 763.90 0.25 95.51 9.65 93.81
1039 1 5 3514 1.00 2.41 812.48 6.50 95.37 5.62 96.19
1040 1 5 3515 1.00 2.42 812.35 0.00 95.37 7.17 91.38
1041 1 5 3516 1.00 2.41 806.33 2.84 95.37 7.67 94.44
1042 1 5 3517 1.00 2.49 802.08 1.22 97.74 3.80 91.38
1043 1 5 3518 1.00 2.53 814.73 0.00 96.81 7.11 93.60
1044 1 5 3519 1.00 2.53 744.51 3.85 96.81 8.96 98.40
1045 1 5 3520 1.00 2.61 787.97 4.01 97.23 5.61 95.60
1046 1 5 3521 1.00 2.62 745.67 0.54 95.15 12.66 97.41
1047 1 5 3522 1.00 2.46 778.27 1.57 95.03 6.05 91.25
1048 1 5 3523 1.00 2.45 778.36 1.34 95.03 6.75 91.71
1049 1 5 3524 1.00 2.67 808.08 2.55 95.49 6.59 93.44
1050 1 5 3525 1.00 2.65 858.44 0.10 96.51 4.61 90.00
1051 1 5 3526 1.00 2.71 857.92 0.83 96.81 4.26 90.75
1052 1 5 3527 1.00 2.60 883.77 0.00 95.02 9.38 93.14
1053 1 5 3530 1.00 2.50 747.52 2.06 98.29 8.11 97.09
1054 1 5 3531 1.00 2.55 710.61 2.87 96.68 5.65 95.65
1055 1 5 3537 1.00 2.93 863.37 5.45 99.46 1.75 95.92
1056 1 5 3538 1.00 2.45 917.87 1.50 97.77 7.26 95.12
1057 1 5 3539 1.00 2.45 860.48 1.69 97.77 2.18 90.23
1058 1 5 3540 1.00 2.38 862.91 2.66 95.61 3.18 89.97
1059 1 5 3541 1.00 2.33 872.27 0.95 95.36 2.31 87.81
1060 1 5 3542 1.00 2.40 696.04 1.79 96.79 10.10 97.21
1061 1 5 3543 1.00 2.44 646.23 4.08 97.32 6.82 96.79
1062 1 5 3589 1.00 1.38 874.15 0.29 101.64 3.46 92.90
1063 1 5 3590 1.00 1.37 832.48 0.09 97.08 4.21 88.89
1064 1 5 3701 1.00 1.46 835.44 5.26 95.51 7.29 95.66
1065 1 5 3702 1.00 1.25 928.11 0.00 96.39 5.49 90.12
1066 1 5 3704 1.00 1.23 896.67 1.58 96.70 10.33 95.97
1067 1 5 3705 1.00 1.24 888.45 0.41 96.70 10.67 95.15
1068 1 5 3706 1.00 1.26 892.64 5.73 95.25 8.72 97.08
1069 1 5 3707 1.00 1.24 881.70 2.80 95.25 4.10 89.59
1070 1 5 3708 1.00 1.23 919.32 0.86 97.81 3.50 89.54
1071 1 5 3709 1.00 1.22 865.59 0.04 97.81 4.68 90.04
1072 1 5 3711 1.00 1.21 917.95 0.01 96.05 9.16 92.95
1073 1 5 3713 1.00 1.18 904.45 0.74 95.07 9.52 92.63
1074 1 5 3718 1.00 1.18 869.55 0.23 95.39 8.09 91.65
1075 1 5 3719 1.00 1.25 851.44 2.71 96.70 5.93 92.72
1076 1 5 3720 1.00 1.50 927.20 0.01 95.75 3.79 87.19
1077 1 5 3721 1.00 1.54 864.29 1.04 95.12 4.33 88.16
1078 1 5 3722 1.00 1.53 927.61 1.76 95.12 4.62 91.44
1079 1 5 3884 1.00 2.28 836.75 0.59 95.21 4.22 88.44
1080 1 5 3885 1.00 2.13 798.32 1.45 95.16 3.65 88.53
1081 1 5 3886 1.00 1.97 769.83 0.55 94.96 4.15 87.78
1082 1 5 3887 1.00 1.98 820.45 2.91 94.96 5.29 92.43
1083 1 5 3888 1.00 2.02 903.10 1.86 97.55 6.58 94.15
1084 1 5 3893 1.00 1.99 835.22 1.36 95.91 2.76 89.26
1085 1 5 3894 1.00 1.99 891.43 0.04 95.91 1.72 85.79
1086 1 5 3895 1.00 1.98 833.83 3.05 95.91 2.20 89.28
1087 1 5 3898 1.00 1.97 914.04 4.94 95.66 3.37 92.08
1088 1 5 3911 1.00 2.36 849.03 2.22 94.94 7.70 93.81
1089 1 5 3912 1.00 2.44 805.23 0.62 95.96 6.28 92.32
1090 1 5 3913 1.00 2.54 835.51 2.07 98.53 4.85 94.13
1091 1 5 3914 1.00 2.54 869.87 0.30 95.53 8.18 92.91
1092 1 5 3919 1.00 2.74 898.51 0.11 96.89 3.53 90.32
1093 1 5 3920 1.00 2.73 874.21 1.10 96.89 3.69 90.55
1094 1 5 3921 1.00 2.73 814.69 1.39 96.89 4.21 91.74
1095 1 5 3922 1.00 2.71 764.45 0.00 99.62 1.29 89.77
1096 1 5 3923 1.00 2.78 780.05 0.09 99.15 1.67 94.50
1097 1 5 3924 1.00 2.78 820.45 1.52 99.15 2.86 92.44
1098 1 5 3925 1.00 2.43 892.84 0.85 100.25 3.06 92.74
1099 1 5 3926 1.00 2.44 905.82 0.67 100.25 3.38 92.87
1100 1 5 3927 1.00 2.52 878.09 1.60 96.55 5.16 92.07
1101 1 5 3928 1.00 2.38 886.97 0.57 95.49 8.49 93.08
1102 1 5 3930 1.00 2.10 871.68 2.60 96.12 5.17 96.15
1103 1 5 3932 1.00 2.00 921.22 1.92 96.72 6.73 93.51
1104 1 5 3933 1.00 1.91 903.94 1.47 95.32 3.63 90.30
1105 1 5 3934 1.00 2.04 869.84 3.19 94.94 4.60 90.91
1106 1 5 3935 1.00 2.03 748.98 2.42 95.77 6.16 92.52
1107 1 5 3936 1.00 2.06 708.27 1.01 95.52 3.84 88.57
1108 1 5 3937 1.00 2.07 743.52 0.40 95.52 4.65 88.78
1109 1 5 3938 1.00 2.08 713.56 1.64 95.52 7.74 93.12
1110 1 5 3939 1.00 2.06 752.77 0.66 95.10 7.09 91.06
1111 1 5 3940 1.00 2.05 749.37 3.20 95.10 4.39 91.40
1112 1 5 3941 1.00 1.89 926.08 0.09 96.09 4.18 89.12
1113 1 5 3943 1.00 1.94 793.64 0.88 97.88 4.12 90.96
1114 1 5 3944 1.00 1.98 813.93 0.27 95.65 6.72 90.76
1115 1 5 3945 1.00 1.97 689.15 1.87 95.74 7.24 92.95
1116 1 5 3946 1.00 1.86 623.39 2.25 95.16 5.49 90.90
1117 1 5 3947 1.00 1.86 667.47 0.08 97.56 3.59 89.23
1118 1 5 3948 1.00 2.07 605.47 1.47 97.39 7.07 96.22
1119 1 5 3950 1.00 2.22 843.70 1.19 95.95 11.15 96.65
1120 1 5 3955 1.00 2.74 908.72 0.04 96.47 3.98 89.37
1121 1 5 3957 1.00 2.52 805.72 0.08 95.01 5.52 89.26
1122 1 5 3958 1.00 2.53 833.40 0.30 95.01 4.88 88.84
1123 1 5 4136 1.00 1.49 919.14 1.37 95.92 4.25 89.67
1124 1 5 4139 1.00 1.52 914.47 3.85 96.65 5.51 96.87
1125 1 5 4164 1.00 1.81 897.51 0.53 99.28 5.28 94.17
1126 1 5 4182 1.00 1.49 893.28 0.00 95.07 7.20 91.81
1127 1 5 4195 1.00 1.66 852.41 2.76 98.23 3.79 94.19
1128 1 5 4204 1.00 1.57 906.31 1.39 98.12 4.27 92.43
1129 1 5 4205 1.00 1.53 903.65 4.49 98.97 5.56 99.05
1130 1 5 4221 1.00 1.25 906.45 0.98 95.95 5.87 90.87
1131 1 5 4222 1.00 1.26 909.28 1.60 97.91 4.56 91.47
1132 1 5 4223 1.00 1.37 925.86 1.50 96.13 5.76 91.59
1133 1 5 4224 1.00 1.38 907.80 0.81 96.13 5.06 89.93
1134 1 5 4226 1.00 1.37 823.38 0.07 96.13 5.46 89.17
1135 1 5 4227 1.00 1.23 825.90 0.78 94.94 6.18 90.32
1136 1 5 4228 1.00 1.25 823.27 2.22 95.30 6.46 91.83
1137 1 5 4229 1.00 1.30 815.09 0.42 96.30 3.61 88.13
1138 1 5 4230 1.00 1.30 754.37 0.00 96.30 4.14 87.94
1139 1 5 4231 1.00 1.45 764.55 5.00 96.50 5.88 95.16
1140 1 5 4232 1.00 1.39 732.86 3.99 95.52 4.71 93.27
1141 1 5 4233 1.00 1.61 761.09 0.96 94.94 5.32 89.46
1142 1 5 4234 1.00 1.63 787.60 1.15 96.11 10.14 95.16
1143 1 5 4235 1.00 1.51 742.60 0.14 95.18 4.90 87.86
1144 1 5 4236 1.00 1.51 753.96 0.31 95.18 7.04 90.37
1145 1 5 4237 1.00 1.62 722.40 1.62 101.25 2.20 92.84
1146 1 5 4238 1.00 1.64 739.34 2.40 101.25 5.61 97.04
1147 1 5 4239 1.00 2.55 767.77 1.18 96.83 6.76 94.03
1148 1 5 4240 1.00 2.44 854.48 0.67 95.36 3.20 88.44
1149 1 5 4241 1.00 2.68 921.05 0.00 100.76 6.42 96.00
1150 1 5 4242 1.00 2.78 926.47 1.41 97.38 6.51 95.29
1151 1 5 4248 1.00 2.54 925.38 5.68 96.17 5.93 97.42
1152 1 5 4249 1.00 2.54 885.55 1.22 96.17 3.35 91.28
1153 1 5 4250 1.00 2.67 918.13 0.15 95.51 4.80 89.27
1154 1 5 4279 1.00 1.74 905.67 5.15 95.76 5.35 94.14
1155 1 5 4280 1.00 1.74 865.54 0.83 95.76 5.22 89.68
1156 1 5 4281 1.00 1.74 920.18 2.20 96.72 7.77 94.56
1157 1 5 4284 1.00 1.74 907.93 1.07 95.23 7.92 92.09
1158 1 5 4347 1.00 1.69 922.68 1.63 96.31 3.16 89.56
1159 1 5 4349 1.00 1.64 882.47 0.79 95.94 4.41 89.17
1160 1 5 4350 1.00 1.73 901.05 0.79 96.95 5.51 91.12
1161 1 5 4351 1.00 1.73 879.55 0.42 96.95 4.95 90.18
1162 1 5 4352 1.00 1.80 907.73 0.46 96.99 2.47 87.85
1163 1 5 4353 1.00 1.62 911.37 0.62 94.94 4.16 87.49
1164 1 5 4354 1.00 1.64 897.77 3.60 94.94 4.54 91.19
1165 1 5 4355 1.00 1.59 807.46 2.69 95.03 3.64 89.07
1166 1 5 4356 1.00 1.57 810.51 0.04 95.03 3.69 87.91
1167 1 5 4357 1.00 1.69 891.23 0.01 98.19 5.03 91.06
1168 1 5 4358 1.00 1.70 904.68 0.21 96.83 5.81 90.69
1169 1 5 4359 1.00 1.64 831.01 0.93 100.75 3.20 92.67
1170 1 5 4360 1.00 1.68 764.03 0.31 98.91 6.59 93.64
1171 1 5 4362 1.00 1.71 905.01 0.00 96.91 3.90 88.66
1172 1 5 4363 1.00 1.75 872.72 2.63 97.73 6.03 94.39
1173 1 5 4364 1.00 1.74 853.96 4.19 97.73 4.91 94.70
1174 1 5 4365 1.00 1.82 913.74 7.41 99.75 2.78 97.89
1175 1 5 4366 1.00 1.82 890.66 3.50 99.75 1.05 93.38
1176 1 5 4367 1.00 1.84 859.69 0.00 95.83 2.66 86.47
1177 1 5 4368 1.00 1.86 793.78 1.03 95.51 2.47 87.01
1178 1 5 4369 1.00 1.86 835.89 0.19 95.51 2.28 86.16
1179 1 5 4370 1.00 1.88 878.12 2.56 95.51 2.99 89.29
1180 1 5 4376 1.00 2.05 901.83 1.05 98.54 3.93 91.71
1181 1 5 4377 1.00 2.00 880.68 4.30 97.68 1.11 92.01
1182 1 5 4378 1.00 2.00 908.57 2.49 96.91 1.66 90.92
1183 1 5 4379 1.00 2.17 926.83 0.81 98.72 4.02 92.29
1184 1 5 4386 1.00 2.56 910.12 1.79 98.61 1.24 90.77
1185 1 5 4405 1.00 2.44 803.81 4.69 98.18 4.70 96.14
1186 1 5 4406 1.00 2.49 816.96 0.00 96.51 4.99 90.13
1187 1 5 4407 1.00 2.53 927.58 0.02 97.65 6.13 92.46
1188 1 5 4408 1.00 2.48 895.94 0.00 98.84 2.19 89.65
1189 1 5 4409 1.00 2.53 887.95 1.23 94.95 1.80 86.65
1190 1 5 4415 1.00 2.50 880.21 0.74 95.20 3.15 88.12
1191 1 5 4416 1.00 2.51 855.14 3.50 95.20 2.08 89.42
1192 1 5 4417 1.00 2.52 853.50 3.03 95.20 4.79 92.62
1193 1 5 4418 1.00 2.50 875.37 1.84 95.20 2.79 88.48
1194 1 5 4420 1.00 2.43 869.33 2.36 96.31 3.32 90.57
1195 1 5 4421 1.00 2.42 755.25 0.68 96.31 1.77 87.32
1196 1 5 4422 1.00 2.72 793.96 0.69 95.86 7.82 93.24
1197 1 5 4423 1.00 2.74 886.43 0.25 95.86 7.95 94.62
1198 1 5 4424 1.00 2.73 867.71 0.57 95.86 7.83 93.13
1199 1 5 4425 1.00 2.78 875.40 4.18 96.66 1.75 91.51
1200 1 5 4426 1.00 2.78 901.51 0.76 96.66 1.24 87.57
1201 1 5 4427 1.00 2.73 928.51 6.05 99.13 1.02 95.22
1202 1 5 4428 1.00 2.72 926.08 0.00 96.31 7.04 92.45
1203 1 5 4429 1.00 2.61 771.90 1.69 95.44 3.40 89.27
1204 1 5 4430 1.00 2.61 789.33 0.13 98.17 0.86 87.90
1205 1 5 4431 1.00 2.61 875.23 2.69 98.17 2.75 95.38
1206 1 5 4432 1.00 2.61 844.17 0.20 98.17 1.28 88.44
1207 1 5 4433 1.00 2.74 920.79 2.06 95.56 1.80 88.29
1208 1 5 4460 1.00 2.84 894.43 0.45 97.77 2.94 90.13
1209 1 5 4461 1.00 2.84 890.19 1.19 97.77 2.35 90.29
1210 1 5 4462 1.00 2.82 854.32 6.07 97.77 2.28 98.38
1211 1 5 4463 1.00 2.84 839.85 0.57 97.56 1.42 89.16
1212 1 5 4464 1.00 2.83 855.31 0.00 97.21 2.87 90.25
1213 1 5 4465 1.00 3.05 910.68 1.40 95.60 5.22 91.40
1214 1 5 6515 1.00 3.05 819.41 1.05 95.26 7.23 92.79
1215 1 5 6516 1.00 3.04 866.30 2.52 95.16 7.52 94.38
1216 1 5 7082 1.00 2.82 927.71 0.32 94.94 8.34 96.78
1217 1 5 7351 1.00 2.93 815.92 0.93 96.72 6.38 93.09
1218 1 5 7352 1.00 2.96 844.23 0.43 98.11 2.84 91.51
1219 1 5 7353 1.00 2.96 872.21 12.02 98.11 2.03 103.74
1220 1 5 7354 1.00 3.00 861.22 0.00 95.50 5.13 89.77
1221 1 5 7355 1.00 2.97 915.23 0.55 95.00 6.79 92.79
1222 1 5 7365 1.00 3.09 909.76 1.65 96.55 2.28 89.71
1223 1 5 7366 1.00 3.09 915.99 0.00 96.55 2.51 88.30
1224 1 5 7370 1.00 3.09 918.26 0.81 96.55 4.46 91.06
1225 1 5 7376 1.00 3.06 827.41 3.83 94.94 5.94 94.34
1226 1 6 2308 1.00 2.65 917.10 1.78 95.42 2.24 88.23
1227 1 6 2312 1.00 2.47 800.81 5.50 96.01 4.75 94.86
1228 1 6 2313 1.00 2.56 798.31 1.24 97.60 3.00 90.53
1229 1 6 2314 1.00 2.61 863.11 2.34 98.05 6.78 95.91
1230 1 6 2315 1.00 2.58 907.20 0.70 95.32 7.93 92.67
1231 1 6 2316 1.00 2.61 857.77 1.45 95.20 8.69 94.09
1232 1 6 2317 1.00 2.69 892.67 1.43 102.62 7.47 100.35
1233 1 6 2318 1.00 2.79 917.22 0.25 96.39 3.19 89.95
1234 1 6 2324 1.00 3.02 846.83 2.33 95.02 3.08 89.65
1235 1 6 2325 1.00 3.03 889.78 0.16 95.02 2.10 86.45
1236 1 6 2326 1.00 3.03 906.95 1.26 95.02 2.62 88.07
1237 1 6 2327 1.00 3.04 851.37 0.92 95.16 1.97 87.23
1238 1 6 2328 1.00 3.04 895.71 2.03 95.16 2.50 89.63
1239 1 6 2335 1.00 3.04 910.68 1.04 95.27 5.09 90.95
1240 1 6 2345 1.00 3.09 928.79 0.21 96.14 4.96 90.53
1241 1 6 2350 1.00 2.95 920.59 2.50 95.37 7.08 94.06
1242 1 6 2351 1.00 3.03 849.57 3.58 95.22 7.87 96.83
1243 1 6 5932 1.00 2.72 908.24 0.08 99.81 3.06 91.81
1244 1 6 5933 1.00 2.75 924.51 1.51 95.88 5.81 92.09
1245 1 6 6308 1.00 2.71 929.35 0.70 96.31 3.71 91.93
1246 1 6 7135 1.00 3.08 783.64 0.90 97.40 2.79 90.38
1247 1 6 7146 1.00 3.04 785.77 4.39 98.08 4.97 96.93
1248 1 6 7147 1.00 2.92 798.08 3.06 95.45 6.59 94.19
1249 1 6 7176 1.00 3.04 916.10 2.41 97.33 3.25 92.17
1250 1 6 7189 1.00 3.09 777.44 0.24 95.22 5.22 90.33
1251 1 6 7190 1.00 3.07 747.10 7.16 95.12 7.57 99.06
1252 1 6 7191 1.00 2.89 706.63 2.57 94.94 7.55 94.27
1253 1 6 7192 1.00 2.90 664.46 2.17 94.94 6.73 92.88
1254 1 6 7193 1.00 2.79 651.82 2.04 96.13 4.65 91.74
1255 1 6 7194 1.00 2.81 634.93 0.98 96.13 4.51 91.12
1256 1 6 7195 1.00 2.95 694.93 0.37 96.06 2.86 88.37
1257 1 6 7196 1.00 2.97 688.92 7.23 96.37 5.84 98.54
1258 1 6 7201 1.00 3.09 868.74 0.00 97.44 3.71 90.39
1259 1 6 7202 1.00 3.10 876.76 1.46 97.44 2.92 91.06
1260 1 6 7243 1.00 2.97 774.82 0.47 95.45 2.74 87.89
1261 1 6 7244 1.00 2.89 743.54 4.21 96.79 3.72 97.57
1262 1 6 7245 1.00 2.95 862.24 0.10 94.98 5.44 89.67
1263 1 6 7248 1.00 2.77 881.14 0.90 95.07 6.28 91.93
1264 1 6 7250 1.00 2.87 841.14 0.07 94.94 6.64 90.66
1265 1 6 7255 1.00 2.96 913.26 0.19 97.09 2.99 89.37
1266 1 6 7256 1.00 2.93 916.05 1.45 99.64 0.87 93.13
1267 1 6 7285 1.00 3.07 883.81 1.65 96.40 8.80 96.85
1268 1 6 7307 1.00 3.08 765.35 3.01 94.94 4.26 93.49
1269 1 6 7413 1.00 2.93 772.17 1.93 95.57 2.21 88.78
1270 1 6 7414 1.00 2.96 754.33 2.93 95.07 2.59 90.52
1271 1 6 7415 1.00 3.07 778.59 0.04 94.94 3.40 87.86
1272 1 6 7416 1.00 3.07 770.91 5.11 94.94 2.99 92.25
1273 1 6 7433 1.00 2.88 853.67 0.07 98.63 1.81 90.02
1274 1 6 7434 1.00 3.05 858.04 1.67 96.11 5.76 92.74
1275 1 6 7484 1.00 3.07 879.17 2.84 94.94 6.35 94.01
1276 1 6 7485 1.00 3.03 906.98 0.07 95.53 5.24 90.01
1277 1 7 762 1.00 2.04 893.32 2.06 95.79 2.64 88.66
1278 1 7 763 1.00 2.11 901.36 0.25 94.94 9.65 93.08
1279 1 7 918 1.00 2.32 923.43 0.08 95.93 7.04 91.50
1280 1 7 1156 1.00 2.63 885.60 2.39 95.41 4.31 90.87
1281 1 7 1157 1.00 2.66 861.93 0.92 95.32 4.34 89.38
1282 1 7 1158 1.00 2.74 837.49 1.63 95.29 3.62 89.42
1283 1 7 1159 1.00 2.52 894.20 0.15 98.42 8.06 95.29
1284 1 7 1160 1.00 2.53 875.93 0.62 98.42 7.40 95.11
1285 1 7 1161 1.00 2.68 855.93 0.86 100.28 1.53 91.48
1286 1 7 1162 1.00 2.57 867.22 0.49 99.69 1.87 90.85
1287 1 7 1163 1.00 2.68 914.59 0.44 98.47 6.23 93.96
1288 1 7 1165 1.00 2.50 928.64 2.71 97.50 2.42 91.28
1289 1 7 1166 1.00 2.14 883.84 0.31 95.26 3.36 87.40
1290 1 7 1167 1.00 2.14 895.56 1.73 95.26 3.21 88.48
1291 1 7 1169 1.00 2.09 847.97 1.82 95.92 3.03 88.98
1292 1 7 1170 1.00 2.07 897.89 0.81 95.92 5.53 90.66
1293 1 7 1194 1.00 1.04 873.88 1.01 95.09 2.69 86.28
1294 1 7 1195 1.00 1.11 865.64 0.00 97.45 2.48 88.79
1295 1 7 1197 1.00 0.85 920.74 1.01 97.06 1.61 86.66
1296 1 7 1198 1.00 0.87 923.93 0.43 95.52 5.39 89.72
1297 1 7 1200 1.00 1.10 770.49 2.70 95.20 3.15 88.52
1298 1 7 1201 1.00 1.14 864.89 3.05 95.31 3.99 89.63
1299 1 7 1220 1.00 1.30 897.52 1.67 95.66 1.96 86.74
